PDB,binder
7FFX,1
7XBC,1
4TKJ,1
7FF6,1
7e25,0
2q9s,0
1lid,0
3wbg,0
3rzy,0
4azr,0
3ohi,0
2ovy,0
6epa,0
6dif,0
1m83,0
5dk4,0
1maw,0
2ov4,0
1mau,0
6czc,0
1m1b,0
4fz3,0
3b7i,0
5x62,0
4d3h,0
4rww,0
1jao,0
1tkb,0
1tka,0
1tkc,0
2fqx,0
2fqw,0
2fqy,0
4uc5,0
4mrw,0
1kc7,0
2ri9,1
3hl8,0
3t8v,0
2cn0,0
5vb6,0
2q6f,0
2gz8,0
2hob,0
2gz7,0
5gwy,0
6jij,0
3sn8,0
4ylu,0
3sna,0
4rsp,0
4yog,0
3avz,0
4yoi,0
2alv,0
6fv1,0
3atw,0
2qiq,0
3vb6,0
4mds,0
4f49,0
3d62,0
3vb7,0
2op9,0
5gwz,0
3snb,0
3snc,0
4yoj,0
3snd,0
2vj1,0
6fv2,0
4twy,0
4tww,0
4zro,0
3aw0,0
3v3m,0
2v6n,0
2zu4,0
5wkm,0
3vb5,0
4wy3,0
2zu5,0
3vb4,0
5wkl,0
1b57,0
3c56,0
2vfk,0
3ozg,0
3ouj,0
3hqr,0
5ox5,0
3oui,0
2y34,0
3ouh,0
6st3,0
4bqy,0
5a3u,0
4bqw,0
4bqx,0
4jzr,0
5ox6,0
2g19,0
1elb,0
1rd4,0
3f78,0
3bqn,0
1xuo,0
1xdg,0
1cqp,0
3m6f,0
1xdd,0
3e2m,0
2ica,0
2o7n,0
5d3t,0
3m35,0
3i51,0
3i4y,0
2uyq,0
2wzs,0
5fsy,0
5fsx,0
5n31,0
4nkt,0
4nku,0
1ele,0
5jsg,0
2rcn,0
3a5y,0
1lyx,0
2v2c,0
1iih,0
1amk,0
1kv5,0
1trd,0
4tim,0
2v2h,0
1tpw,0
2vxn,0
2j27,0
2ypi,0
4bi7,0
4bi6,0
3tao,0
1tsi,0
1aw1,0
1lzo,0
1iig,0
1hti,0
6tim,0
1ml1,0
5efj,0
4yc0,0
2wzf,1
2WZG,1
2WZF,1
b15f,1
5h5f,0
1tnh,0
2gkl,0
4ew2,0
1njs,0
4ew3,0
1gar,0
1c2t,0
4zyz,0
4zz0,0
4zyt,0
4zyu,0
4zz1,0
1c3e,0
4zyy,0
4zyw,0
4zz3,0
4zz2,0
4zyv,0
5j9f,0
4zyx,0
4fm7,0
4aq6,0
2d1n,0
1j36,0
3p8p,0
3i4a,0
6dge,0
3p8e,0
2jaj,0
4pzv,0
6htg,0
4lm0,0
5eek,0
2xc0,0
1tmn,0
1cet,0
4aje,0
4aj4,0
4i8x,0
4i9h,0
4i9u,0
4aj2,0
5w8j,0
4qsm,0
4aj1,0
4ajn,0
4qt0,0
5w8i,0
5w8h,0
5zjf,0
b9bd,1
ba87,1
1h6h,0
3fcq,0
4exs,0
5ii2,0
1lpk,0
5meh,0
1d6v,0
6b4n,0
5bs4,0
3r88,0
1utn,0
3ozr,0
3gy2,0
3a9i,0
1eld,0
3kv2,0
1d09,0
2fzg,0
2ipo,0
1q95,0
3at1,0
4zvi,0
4hy1,0
4hym,0
4url,0
5l3j,0
4hxz,0
1gi4,0
1elc,0
3liw,0
2vc9,0
6ht1,0
6hpw,0
5yyf,0
4tmp,0
6mim,0
6mil,0
5hjd,0
5hjb,0
2ndf,0
2ndg,0
3udh,0
1bzy,0
5vb7,0
3k5x,0
2zft,0
5d6j,0
4gr3,0
1qxl,0
4owm,0
1pdz,0
4lkq,0
3p7i,0
2zfs,0
3g0w,0
5cj6,0
1xow,0
3b67,0
2ax9,0
1e3g,0
3b68,0
3b5r,0
3b66,0
1z95,0
1a28,0
1sr7,0
2ihq,0
2w8y,0
1i37,0
3b65,0
1zuc,0
2yhd,0
2ama,0
3zqt,0
2am9,0
3v49,0
1t7f,0
5t8j,0
2ylq,0
1t79,0
1t7r,0
3l3x,0
2ax6,0
5t8e,0
4oar,0
2ylp,0
2oz7,0
3hq5,0
2pix,0
4ql8,0
2nw4,0
2ao6,0
2hvc,0
3g8o,0
4hlw,0
3l3z,0
5v8q,0
2ylo,0
2am4,0
2ogy,0
2e7f,1
5w44,0
4z0k,0
5ect,0
4fm8,0
2fxv,0
4jne,0
1uto,0
3m6r,0
2ypo,0
1tng,0
3gy3,0
5fsc,1
3ozs,0
5elw,0
5hva,0
4lm1,0
3ozt,0
3gy4,0
4uof,0
2wyf,1
3sm2,0
3slz,0
3sm1,0
4exh,0
3zqe,0
1f3e,0
1xka,0
5wxh,0
5yc4,0
5yc3,0
5c11,0
2l75,0
3shb,0
2kgi,0
3asl,0
3t6r,0
3sow,0
3gl6,0
5c13,0
5wle,0
2mnz,0
5y20,0
3sou,0
3zvy,0
1tni,0
5hkh,0
3ehw,0
3t60,0
3t70,0
2y8c,0
3t64,0
1vyq,0
2hqu,0
3ara,0
3arn,0
5h4j,0
3t6y,0
5ix1,0
5m29,0
5m3b,0
5m34,0
5m2q,0
4y2v,0
5o7n,0
5vsk,0
1r5g,0
2zq1,0
2v85,0
1kqb,0
1nhx,0
1p6e,0
2bow,0
4utv,0
4pml,0
4pku,0
5tyn,0
2ha2,1
2ha6,0
6o50,0
5tyo,0
5lkr,1
2fj0,0
3zlv,0
1acj,0
6f7q,1
4a23,0
5fum,0
6fse,0
5dtj,0
6fsd,0
2ha4,0
6o4w,0
4xii,1
6o4x,0
5typ,0
5tyl,0
5tyk,0
5tyj,0
4a16,1
5dyt,1
1qti,0
1amn,0
1vot,0
1u65,1
2ha7,0
2xui,1
6cqt,1
6g1u,1
1U65,1
4XII,1
6WUY,1
2PM8,1
2DQZ,1
2XUI,1
6WUV,1
7AIW,1
2HA2,1
b01e,1
b05b,1
b078,1
b0a8,1
b0c3,1
b0d9,1
b0e5,1
b436,1
b4ed,1
b567,1
b5ba,1
b5cb,1
b5e7,1
b6d1,1
bad5,1
5iq6,0
6rqk,0
5M7Y,1
3QSP,1
b33e,1
b461,1
b467,1
1a4g,1
3sv8,0
5t37,1
5t36,1
4yl0,0
4yl1,1
5tl9,1
5k0i,1
4yl3,1
5bqi,0
5bqg,1
4yk5,1
5bqh,1
5BQG,1
4YL3,1
4YL1,1
5BQH,1
5TL9,1
5T36,1
5K0I,1
5T37,1
4YK5,1
4AL0,1
5etr,0
3tll,0
4b6c,0
5i2r,0
3ftq,0
4kva,0
4kv9,0
1zz1,0
3f81,0
4pdk,0
3wym,0
5fas,0
4j0y,0
1tve,0
5ows,0
6dcy,0
3cgy,0
3ad7,0
3ad8,0
4lys,0
5cr7,0
4ec4,0
3hxi,0
4f3h,0
5tza,0
2r2l,0
2llq,0
1oqp,0
2l1r,0
1mxl,0
2llo,0
1lxf,0
2krd,0
5ts0,0
5tho,0
6ocz,0
5try,0
6ode,0
6ocw,0
3krd,0
5trr,0
5trg,0
5trs,0
2g6p,0
5fb0,0
5h1u,0
5h1t,0
5fb1,0
4ybt,0
4ybs,0
4yat,0
4yc9,0
4yax,0
4yad,0
4yab,0
4ybm,0
1t3t,0
5yij,0
3gzn,0
5l6j,0
3rul,1
5l6h,0
5l6i,0
5v1y,0
5XIS,1
6euz,0
5f1r,0
6ev0,0
6hck,0
6exm,0
4kjv,0
3lqi,0
3lqj,0
6djd,0
6dim,0
6djj,0
6die,0
6dhu,0
6dih,0
6dji,0
6n17,0
6n19,0
6njj,0
3u3u,0
6cve,0
5laz,0
1zzz,0
6hld,0
3ens,0
5qin,0
5fat,1
5x9p,0
5n1z,0
6c3n,0
5mwd,0
5mw2,0
5n20,0
5h7h,0
5n21,0
5h7g,0
5x4m,0
5x4q,0
5x4p,0
6c3l,0
5x9o,0
5mw6,0
3bim,0
3lbz,0
5n1x,0
6ew7,0
5x4n,0
6ew6,0
1r2b,0
5x4o,0
6apv,0
1lb6,0
5zuj,0
1l0a,0
4z8m,0
1qsc,0
5yc1,0
4ie4,0
5hh6,0
6czi,0
6g6x,0
4yw6,1
6i0r,0
1dkd,0
6r1k,0
6r7r,1
4xdo,0
3s68,0
1ru1,0
1gx0,1
4qw5,0
5mtv,0
5ue4,0
5wfz,0
5t6j,0
5owt,0
5c7d,0
1yc5,0
5yid,0
3hqz,0
1jd6,0
4j48,0
3uw4,0
4j46,0
4j47,0
3uw5,0
2vsl,0
5c7b,0
2opy,0
5oqw,0
5c7c,0
1oxq,0
4hy0,0
3eyl,0
4lge,0
1tft,0
3g76,0
4mu7,0
5m6f,0
5c0k,0
5m6h,0
2jk7,0
1oy7,0
4eb9,0
5c3k,0
4hy5,0
3cm7,0
5c7a,0
1oxn,0
5c84,0
4hy4,0
4kju,0
1jd5,0
4mti,0
4lgu,0
3oz1,0
1tfq,0
4wvu,0
1g3f,0
5m6m,0
4wvs,1
4wvt,0
4xm7,0
4pnw,0
2vxj,1
4xkb,0
4xkc,0
5lm4,0
4izm,0
4x2s,0
6bmi,0
2nwl,0
2nww,0
5llm,0
6bau,0
5E9S,1
6ZLH,1
6ZL4,1
6R7R,1
7XR6,1
5DWY,1
1xsc,0
2r2b,1
3ti8,1
3qpn,0
2ovz,0
6msn,0
6mso,0
4pde,0
4y2b,0
5a7i,0
1cr6,0
4y2j,0
4j03,0
4y2x,0
4y2p,0
4y2y,0
5alf,0
5alo,0
5ai5,0
5alh,0
3wk4,0
4hai,0
5alz,0
5fp0,0
5aib,0
3wkd,0
5alt,0
1zd3,0
3wkc,0
1zd4,0
5als,0
5ali,0
3wk5,0
5aln,0
5ai4,0
5alg,0
3wkb,0
5alr,0
1zd5,0
3wke,0
5aic,0
1zd2,0
5alu,0
1ek1,0
5akh,0
5am4,0
5am3,0
5ak6,0
5akz,0
5akg,0
5am2,0
5am5,0
5aki,0
3i1y,0
3otq,0
4y2u,0
4ocz,0
4y2s,0
4y2t,0
6aum,0
5aly,0
5alp,0
5aia,0
5alw,0
3wk9,0
5ale,0
5ai8,0
5alk,0
3wk7,0
5all,0
5ai6,0
5alv,0
3wka,0
5alx,0
5alm,0
5alj,0
3wk6,0
5ai0,0
5ai9,0
3wk8,0
5ald,0
5ak5,0
3i28,0
5akk,0
5akl,0
1ek2,0
5ake,0
5am0,0
5ak4,0
5ak3,0
1vj5,0
5am1,0
5akj,0
3koo,0
4od0,0
1nnu,0
1nhw,0
1nhg,0
4tk0,0
3sv6,0
6nfo,0
3vi5,0
1m74,0
2cvd,0
5mra,0
4wq3,0
4wq2,0
4yt7,0
1g42,0
4j0p,0
5bml,0
4ual,0
6e9w,0
3twj,0
6ed6,0
3ndm,0
5kkt,0
5uzj,0
5kks,0
2pmn,0
3tv7,0
4yve,0
2etk,0
4yvc,0
4w7p,0
5hvu,0
3v8s,0
3ncz,0
3qfv,0
3tku,0
2etr,0
3d9v,0
5tzh,0
6i5j,0
4bkt,0
4bks,0
6gfz,0
5nw2,0
5lli,0
4w9i,0
4w9f,0
4w9h,0
4b9k,0
5nvw,0
5nvv,0
5nvx,0
5nw0,0
5nw1,0
4w9j,0
4w9c,0
4w9d,0
4w9k,0
4w9l,0
6fmj,0
5nvz,0
3ztd,0
3ztc,0
6gmq,0
6gmx,0
4w9g,0
6fmi,0
4b95,0
5t35,0
6i5n,0
5nvy,0
4awj,0
3zrc,0
6gfx,0
6bvb,0
6gfy,0
6fmk,0
6i4x,0
4w9e,0
4jze,0
4l3o,0
3wzk,0
3hmo,0
5ap7,0
6n6o,0
2x9e,0
5lb7,0
5wip,0
5wic,0
5wii,0
5wio,0
6c0r,0
4rn1,0
5nkk,0
3h1z,0
2iv9,0
3hs9,0
1you,0
3vi2,0
2q8z,0
3s9y,0
2qaf,0
2za3,0
3bar,0
3b1t,0
6r4s,0
3ck7,1
1r58,0
5c29,0
1irs,0
2vr3,0
1r17,0
5cfa,0
4f20,0
6i9a,0
4glx,0
2owo,0
5nhv,0
2ojg,0
4qyy,0
6cpw,0
3i60,0
3i5z,0
2ojj,0
5k4i,0
2gph,0
5nhl,0
6g9h,0
4qtb,0
5nhp,0
5o7i,0
6g97,0
5nhj,0
5ax3,0
5ngu,0
6g9n,0
4erk,0
5bvd,0
5ke0,0
5bue,0
4fmq,0
4zsg,0
5buj,0
5bve,0
2zoq,0
5byz,0
2oji,0
4o6e,0
4i5h,0
5lck,0
4qta,0
6dcg,0
5nhf,0
5nho,0
5nhh,0
3w55,0
6g9m,0
6g93,0
1tvo,0
4h3q,0
4zsl,0
5byy,0
5bui,0
5bvf,0
4zsj,0
1wzy,0
3erk,0
2fys,0
4qp7,0
4qp9,0
4n4s,0
4qp8,0
6hkn,0
6slg,0
5x5g,0
6d3g,0
5gwa,0
5tzz,0
3tia,1
2wa4,0
5hki,0
5uc1,0
4lsj,0
3kba,0
3k22,0
3k23,0
5owh,0
5otz,0
5cqu,0
5otr,0
3pe2,0
1m2r,0
3fl5,0
3pwd,0
5mod,0
1zoh,0
3owj,0
5h8e,0
1zog,0
2pvh,0
5os8,0
5os7,0
5csp,0
1m2p,0
3bqc,0
5owl,0
3pe1,0
1m2q,0
5orh,0
2zjw,0
5mo8,0
3be9,0
1zoe,0
1om1,0
5h8g,0
3h30,0
5osl,0
2oxy,0
2pvk,0
2pvl,0
2oxx,0
5cs6,0
2oxd,0
2pvm,0
2pvj,0
5cu4,0
3mb6,0
5xvu,0
3mb7,0
5m44,0
6hop,0
5m4c,0
6jwa,0
4dgn,0
3e3b,0
5moe,0
5n9l,0
5n9k,0
6q38,0
6gmd,0
3at3,0
3r0t,0
3at4,0
5h8b,0
3owk,0
3owl,0
4ib5,0
4anm,0
4rll,0
4rlk,0
5oul,0
3u4u,0
2pvn,0
5m56,0
5m4f,0
6hou,0
6hor,0
5m4i,0
6hot,0
3u9c,0
5m4u,0
4fbx,0
4dgm,0
3o0g,0
5n9n,0
1f0q,0
6qs5,0
4kwp,0
5b0x,0
6q4q,0
3nga,0
6gih,0
5n1v,0
6hbn,0
5cu2,0
6a1c,0
2qc6,0
6hmb,0
5csh,0
7B8I,1
7B8H,1
2c0o,0
2bed,0
3nti,0
3nth,0
1qf5,0
5ul5,0
4rse,0
4rsc,0
5ulg,0
6fi1,0
6boy,0
3aav,0
1o2v,0
3qs8,1
4tki,0
4j3m,0
5wei,0
6bcr,0
1zub,0
2r1x,1
4pkt,0
4jpe,0
1bmq,0
6f6r,0
1ibc,0
1rwx,0
3ns7,0
1rww,0
4cjn,1
1p6d,0
1z6j,0
2b7d,0
2flr,0
2flb,0
2f9b,0
2aei,0
2FIR,1
4Z6A,1
1p01,0
1p06,0
5lpr,0
1p03,0
1p04,0
1p05,0
1p02,0
8lpr,0
9lpr,0
2h5d,0
6lpr,0
2lpr,0
3lpr,0
7lpr,0
1p10,0
5o22,0
6jib,0
6jid,0
5tuy,0
6cvy,0
3sv7,0
3sv9,0
6cvx,0
5eqq,0
6cvw,0
3oyp,0
3lox,0
4i32,0
2oc1,0
2f9v,0
2oc7,0
6nzt,0
2oc0,0
4nwk,0
1rtl,0
2p59,1
2a4q,0
3sud,0
2gvf,0
5etx,0
6bqj,0
2xcn,0
2obo,0
6bqk,0
4ktc,0
2f9u,0
4i31,0
1dxp,0
2xni,0
4u01,0
2a4g,0
2k1q,0
2fm2,0
2a4r,0
5epy,0
1r6n,0
1x9d,1
1g4k,0
4nzm,0
4hn2,0
6n5c,0
4nzo,0
4nzn,0
2wa3,0
2ygu,0
2kpl,0
3uvx,0
1a7t,0
2v83,0
5yjy,0
4pks,0
3usn,0
6k5r,0
6k5t,0
6uyz,0
6uyy,0
6uyx,0
2n9e,0
2las,0
5etn,0
4ywa,1
4tkn,0
4npv,0
4kil,0
1qca,0
6csf,0
4w4s,0
1r5h,0
5mxo,0
3q6k,0
b588,1
5vsd,0
5lhu,0
4yb5,0
4yb6,0
4yb7,0
5ubg,0
5UBI,1
4hzt,0
6c0n,0
4jyv,0
4xhv,0
2exg,0
3cyy,0
2koh,0
4fzg,0
3mg4,0
4qlq,0
4qlv,0
3sdi,0
4hnp,0
4r02,0
4inr,0
4inu,0
4int,0
3oev,0
3mg6,0
3mg8,0
6qm7,0
4fzc,0
3mg7,0
3gpj,0
3sdk,0
4qlu,0
4qls,0
4qlt,0
4no9,0
5ahj,0
3nzx,0
4j70,0
3nzw,0
4gk7,0
3oeu,0
4qwx,0
4qw4,0
4qw3,0
4q1s,0
4qwj,0
4qwk,0
4qwl,0
6htc,0
6htd,0
3shj,0
6htp,0
4nnn,0
6hvu,0
4r18,0
6hvr,0
6hv7,0
4r17,0
6huu,0
6hvs,0
6hvt,0
6hva,0
4hrc,0
4hrd,0
6g8m,0
4qz3,0
4qz4,0
4qzx,0
4qvn,0
6g7f,0
4qz5,0
4qz2,0
4qzw,0
4qwi,0
4qxj,0
4qwg,0
4qwu,0
4qw0,0
4qw7,0
4qwf,0
3mg0,0
4qw6,0
4qw1,0
4qws,0
6htr,0
4nnw,0
6hub,0
6gop,0
6hvv,0
6hv4,0
4no8,0
6huc,0
4no6,0
6hv5,0
6huv,0
6huq,0
6hvw,0
4qvy,0
4qz7,0
4qvp,0
4qz0,0
4qvw,0
6g8n,0
4qvl,0
4qz1,0
4qvv,0
4qz6,0
4qvq,0
4qvm,0
4qtd,0
1o2x,0
4tkg,0
1a85,0
6hoy,0
5axq,0
4kc2,0
1g27,0
2evo,0
5i89,0
4n6h,0
4pnl,0
5awu,0
5awt,0
4j3d,0
3mks,0
5v4b,0
5vzu,0
2ovq,0
3ogm,0
3v7d,0
2m3z,0
3jwr,0
4rab,0
6i96,0
5vsc,0
2xtn,0
2xto,0
3zjc,0
6qdx,0
6iso,0
3n7h,0
5el2,0
3rjw,0
6e05,0
5hmy,0
6r12,0
5t97,0
5t92,0
6au9,0
5k48,0
5g10,0
4giu,1
6ami,0
2cli,0
2clh,0
1tjp,0
2clk,1
2cle,0
1c29,0
1cx9,0
1cw2,0
2clo,0
2clf,0
1c9d,0
1c8v,0
2clm,0
5tci,0
2cll,0
1a50,0
b4f2,1
bae8,1
2q96,0
5b6c,0
3tiw,0
5epp,0
6s0e,0
4zy1,0
3wd9,0
1els,0
1rdi,1
1rdn,1
1rdj,1
1rdl,1
6RYN,1
1RDI,1
1RDK,1
1RDJ,1
1RDN,1
1RDO,1
1RDM,1
1BV4,1
1RDL,1
1KZE,1
1KZD,1
6RYG,1
1KZA,1
1KZC,1
1KZB,1
b2c1,1
1rm8,0
5u7d,0
5ij7,0
1xm6,0
2gmv,0
6kdz,0
3o0j,0
1dzp,0
1dzk,0
1g85,0
1gt4,0
1gt3,0
1gt5,0
1hn2,0
1dzm,0
1dzj,0
1e06,0
1e00,0
1gt1,0
1e02,0
1tnk,0
4hmk,0
6f8r,0
1y2c,0
1y4z,0
5d0j,0
1a1e,0
1bhf,0
3ov1,0
1jyq,0
3s8o,0
3s8n,0
1lkl,0
1lkk,0
3ove,0
3s8l,0
1bmb,0
1o47,0
1o4r,0
1o49,0
1o4g,0
1a1b,0
1bm2,0
1o4i,0
1o4n,0
1o48,0
5tyi,0
1o46,0
1o41,0
1o4o,0
1o4h,0
1o4a,0
1o4f,0
1a1c,0
4x6s,0
1fyr,0
1cj1,0
1nzl,0
1nzv,0
1ijr,0
3pqz,0
3mxc,0
1sps,0
3mxy,0
1a09,0
1a07,0
1lcj,0
1a08,0
3tl0,0
1o4d,0
1o4m,0
1o4j,0
1bkm,0
1o44,0
1x0n,0
1tze,0
1o43,0
1o4q,0
1o4k,0
6pxc,0
1o4l,0
1o4e,0
1o4b,0
1o4p,0
1o42,0
1o45,0
5eel,0
5eeq,0
5u1q,0
2ci9,0
5u06,0
2cia,0
1zfp,0
1i3z,0
1skj,0
3tkz,0
1shd,0
1is0,0
6knh,0
1tuf,0
3nij,0
2bq6,0
5eje,0
4i7d,0
1zkn,0
4k4f,0
4i11,0
5tgy,0
1tnl,0
3skk,0
2y59,0
4m4q,0
5aip,0
2imb,0
4mwy,1
1klg,0
1sje,0
1klu,0
1jwm,0
1sjh,0
1pyw,0
1jwu,0
1jws,0
1SE3,1
1SE4,1
b034,1
b271,1
1nu1,0
1sqb,0
1sqp,0
1sqq,0
1ntk,0
4x68,0
4e8y,0
4e8w,0
4e8z,0
2vcb,0
4xpj,0
2w0p,0
3isw,0
4i7c,0
4zuq,0
1ce5,0
6tld,0
3o57,0
6h7b,0
3ktr,0
3pkn,0
5eef,0
5znp,0
4awg,0
2wsx,0
4p0n,0
5ytu,0
4wf6,0
1y2d,0
6f8u,0
5vdu,0
3c0z,0
6n4t,1
6n48,0
4qkx,1
3m6p,0
6quw,0
2y0j,0
5uwm,0
1w22,0
5ecv,0
4dhm,0
5aer,0
5fyx,0
4xy2,0
2adu,0
4gtq,0
5ly1,0
3azb,0
3ed0,0
3b7j,0
3cf8,0
2glp,0
3doz,0
3dp0,0
3dp1,0
3cf9,0
3az8,0
3doy,0
3aza,0
3az9,0
2glm,0
3d04,0
3dp3,0
3dp2,0
6h4d,0
3zqi,0
1qpi,0
5u7j,0
6f2n,0
5w2q,0
1q4w,0
3eu7,0
1n94,0
2ea2,0
4x61,0
4x60,0
5emk,0
5eml,0
5emm,0
5emj,0
6k1s,0
6ckc,0
4x63,0
4fn5,1
3b8h,0
1u2r,0
2zit,0
3b78,0
3b82,0
2h5e,0
1N0U,1
3ksq,0
6ink,0
4gtv,0
3rxp,0
1y2j,0
4lkf,1
5y8w,0
1w25,0
6dql,0
4yv9,1
5ejl,0
2uyi,0
1yw7,0
5uxn,0
5gow,0
1tkt,0
1tmm,0
5fpi,0
2pr9,0
3l81,0
1h6e,0
6bnt,0
2jkr,0
4mdr,0
2jkt,0
3h85,0
4ikn,0
4psh,0
4bbh,0
5vdr,0
1xn0,0
4c16,1
4csy,1
4CSY,1
b012,1
5ofi,1
4a6s,1
4ljh,1
3zyf,1
4yw7,1
4lk6,1
5mih,1
1oko,1
3zyb,1
5ofx,1
4lke,1
4lkd,1
5odu,1
3zyh,1
3ZYH,1
4A6S,1
5MIH,1
5D21,1
1UOJ,1
7FJH,1
6YO3,1
1L7L,1
4YWA,1
7FIO,1
4YW6,1
5OFI,1
3ZYF,1
5ODU,1
5OFZ,1
b239,1
b2cb,1
b4d1,1
b500,1
4nmr,0
3o5n,0
5ovp,0
5ovc,0
5ovv,0
6exj,0
3rl8,0
6ms1,0
3rl7,0
5zys,0
6bjo,0
5wou,0
4nms,0
4nmt,0
4k76,0
4nmo,0
4k78,0
4k6y,0
5emb,0
4joe,0
4jok,0
4g69,0
4joj,0
1vj6,0
5hff,0
5hf1,0
5eyz,0
5ez0,0
2oqs,0
6mtu,0
5vwk,0
2m3m,0
2kbs,0
4nmq,0
5elq,0
4nmv,0
4k72,0
4k75,0
4nmp,0
3nfl,0
3nfk,0
4jof,0
4joh,0
4e34,0
5ema,0
4jog,0
5em9,0
4e35,0
5vwi,0
6hks,0
5hfb,0
4uu5,0
5hed,0
6mtv,0
5hey,0
6ar4,0
5heb,0
5izu,0
5hfc,0
2pja,0
3p2h,0
3p4q,0
1kf6,0
3p4r,0
1kfy,0
4r6t,0
4ufy,0
5dy5,0
1uxa,1
3c3r,0
3c3o,0
5mk3,0
5wa1,0
5v3r,0
3c3q,0
5mk1,0
5vad,0
4ydq,0
5xih,0
5xig,0
5xii,0
1nj1,0
4q15,0
4wi1,0
5ifu,0
5xij,0
1nj5,0
2vfz,0
3sm0,0
3ncq,0
3twd,0
4aa7,0
5znl,0
4kql,0
2zir,0
2gg3,0
1b9s,1
2h2g,0
3rxb,0
5w8v,0
2h42,0
2w6u,0
6i97,0
2w6t,0
2w16,0
6e4v,1
6h7f,0
2w76,0
3qlb,0
2w78,0
2w77,0
3FHH,1
6E4V,1
6BPM,1
6BPN,1
1UJW,1
5kjm,0
4c1h,0
1gca,1
2vk2,1
6hbm,1
4irx,0
2RJO,1
2FVY,1
2VK2,1
3MA0,1
2QW1,1
3M9X,1
b1a5,1
b21c,1
b270,1
b2b4,1
b321,1
b326,1
b536,1
4zum,0
2am1,0
3zm6,0
2am2,0
3zm5,0
4g19,0
4m7b,0
3vw7,0
6aa5,0
5fso,0
6f20,0
5fsn,0
5anv,0
4c9x,0
5ant,0
5anu,0
5nhy,0
5ngt,0
5ngs,0
5ngr,0
3whw,0
6aa4,0
5anw,0
4c9w,0
4n1u,0
6eq6,0
4n1t,0
6f23,0
5fsl,0
6ehh,0
6f1x,0
5hzx,0
6f22,0
5fsm,0
5ans,0
5mzg,0
6eq4,0
1ywi,0
2jup,0
2rly,0
2rm0,0
4nak,0
5goe,0
2h1h,0
3ua9,0
4lh7,0
5f00,0
4lnb,0
2uup,0
2jfh,0
2y68,0
2y67,0
2y1o,0
2vtd,0
2vte,0
2uuo,0
2xpc,0
2x5o,0
2UAG,1
4qir,0
6h4q,0
4kn4,0
5ual,0
4kn7,0
1i6v,0
4kmu,0
5wuk,0
3jzh,0
5gsa,0
5ttw,0
5k0m,0
5wf7,0
4x3e,0
5u8f,0
5u8a,0
5h14,0
5h13,0
3k26,0
5u5t,0
5u69,0
5u5h,0
3k27,0
5h15,0
3iiw,0
3iiy,0
3jzg,0
6sfc,0
5wfd,0
5wfc,0
5h17,0
5h19,0
5u62,0
5u5k,0
5u6d,0
3ij0,0
5wg6,0
3jpx,0
3ij1,0
6agg,0
5bpa,0
1h62,0
1h61,0
1h60,0
1k03,0
2GOU,1
2GQ8,1
4nal,0
5mi9,0
4ng9,0
3oyl,0
5w7u,0
1d3v,0
3hc8,0
6mbo,0
5kls,0
5al1,0
2vl1,0
4owo,0
3bl2,0
5b5p,0
4c8r,0
4i80,0
4x5z,0
4og3,0
4og4,0
4gq4,0
4x5y,0
5db2,0
5dd9,0
5db3,0
5ddf,0
5dda,0
4gq6,0
6e1a,0
4og5,0
5db1,0
5ddd,0
5ddc,0
5ddb,0
5dde,0
5db0,0
6bxy,0
6b41,0
6by8,0
4og7,0
4og8,0
4og6,0
3rxe,0
5vm6,0
3llm,0
5ocj,0
5f3t,0
1b9t,1
4r5n,0
2xln,0
2fr8,0
2fsv,0
2frd,0
4bgk,0
4bhf,0
4bgm,0
4bhi,0
4c5w,0
6pit,0
2pog,0
2b1z,0
2q70,0
1zky,0
2b1v,0
1xqc,0
2fai,0
3k0k,0
1oe0,0
4q19,0
4q1f,0
4q1a,0
5mqt,0
4q18,0
4jlj,0
4jlm,0
4kcg,0
5mql,0
4q1b,0
4q1e,0
4q1d,0
4q1c,0
3ipy,0
1zm7,0
3ipx,0
4jln,0
2vpp,0
5l9h,0
1w82,0
3d83,0
3d7z,0
3e92,0
3e93,0
1yqj,0
4loo,0
2yix,0
3dt1,0
3que,0
5eta,0
1m7q,0
5xyy,0
2i0h,0
1w7h,0
3mpt,0
1w83,0
1w84,0
3nnv,0
3itz,0
3nnw,0
3mw1,0
3lhj,0
3ds6,0
1ouk,0
5mz3,0
1ouy,0
1wbn,0
1wbs,0
1wbt,0
3u8w,0
1di9,0
1ove,0
1wbo,0
6sfj,0
3hrb,0
3s3i,0
1zzl,0
3rin,0
1yw2,0
4loq,0
3nnu,0
2zb0,0
2zaz,0
4lop,0
3gc7,0
1wbv,0
3gfe,0
1wbw,0
6h4v,0
3njy,0
2pjt,0
5wqk,0
2pj8,0
4pyo,0
1hv5,0
1hvy,0
1jmf,0
1jmg,0
1bp0,0
5j7w,0
1f4g,0
1f4f,0
1nja,0
1tsy,0
1f4e,0
1njc,0
1njd,0
1nje,0
4lrr,0
3ik1,0
1jmi,0
1jg0,0
1tys,0
1ci7,0
6pf5,0
1jut,0
6pf3,0
6pf4,0
1jtq,0
3n5e,0
3h9k,0
1tsm,0
1tsv,0
1tsl,0
4e28,0
2onb,0
6pf6,0
1juj,0
4fgt,0
3dga,0
6qxs,0
1f28,0
3dg8,0
2kce,0
3hb8,0
1i00,0
6nnr,0
2tsr,0
3uwl,0
1njb,0
3ijz,0
6q5b,0
5qal,0
5qay,0
5qa8,0
